FinishTime,ArrivalTime,ServiceTime
2207.66,2206.24,0
2209.6,2206.28,0
2210.6,2206.28,0
2211.6,2206.28,0
2212.92,2206.64,0
2213.92,2206.64,0
2216.53,2211.92,0
2217.53,2211.92,0
2219.49,2214.15,0
2221.63,2215.32,0
2222.63,2215.53,0
2223.63,2215.53,0
2226.06,2223.66,0
2231.09,2228.53,0
2232.09,2228.53,0
2234.41,2229.6,0
2236.46,2233.06,0
2237.46,2233.06,0
2238.59,2233.41,0
2240.85,2234.73,0
2241.85,2234.73,0
2242.85,2234.73,0
2243.85,2234.73,0
2245.52,2237.59,0
2246.52,2237.59,0
2247.52,2237.59,0
2250.07,2247.57,0
2251.07,2247.57,0
2254.61,2252.34,0
2256.57,2253.06,0
2257.57,2253.06,0
2258.57,2253.06,0
2259.57,2253.06,0
2260.57,2253.06,0
2261.96,2253.47,0
2262.96,2253.47,0
2265.66,2255.56,0
2267.8,2263.73,0
2269.54,2264.66,0
2270.54,2266.26,0
2272.48,2266.29,0
2273.48,2266.29,0
2274.69,2266.8,0
2275.69,2266.8,0
2276.69,2266.8,0
2278.71,2269.54,0
2280.16,2271.48,0
2282.12,2277.51,0
2284.35,2279.16,0
2285.98,2282.5,0
2287.84,2284.98,0
2289.6,2286.37,0
2291.92,2288.6,0
2292.92,2288.6,0
2293.92,2288.6,0
2295.87,2290.69,0
2297.1,2290.92,0
2298.3,2294.73,0
2299.82,2294.87,0
2300.82,2294.87,0
2302.67,2297.3,0
2303.82,2298.82,0
2306.92,2304.87,0
2308.46,2305.22,0
2309.46,2305.22,0
2311.45,2305.45,0
2312.8,2305.73,0
2314.26,2307.46,0
2315.91,2310.45,0
2316.91,2310.45,0
2318.58,2314.91,0
2319.62,2317.05,0
2320.62,2317.05,0
2321.62,2317.05,0
2323.56,2317.15,0
2324.56,2317.15,0
2325.56,2317.15,0
2326.56,2317.15,0
2329.42,2322.56,0
2331.57,2328.42,0
2334.71,2330.57,0
2336.85,2332.5,0
2337.88,2332.79,0
2338.88,2332.79,0
2341.93,2338.92,0
2343.06,2339.73,0
2344.61,2340.93,0
2345.61,2340.93,0
2346.8,2342.06,0
2349.34,2347.28,0
2350.34,2347.28,0
2351.6,2347.57,0
2352.6,2347.57,0
2353.88,2348.04,0
2356.83,2352.88,0
2357.83,2352.88,0
2361.21,2355.83,0
2363.28,2359.03,0
2364.99,2359.5,0
2366.27,2360.21,0
2367.82,2362.28,0
2369.82,2365.27,0
2370.89,2366.53,0
2371.89,2366.53,0
2372.89,2366.53,0
2373.89,2366.53,0
2375.09,2368.82,0
2378.93,2376.62,0
2380.17,2376.89,0
2382.48,2377.79,0
2383.66,2379.17,0
2384.66,2379.17,0
2386.49,2381.15,0
2387.73,2381.48,0
2388.94,2382.59,0
2389.94,2382.59,0
2390.94,2382.59,0
2392.91,2385.49,0
2393.91,2385.49,0
2395.33,2386.73,0
2396.33,2386.73,0
2400.6,2394.33,0
2402.5,2397.97,0
2404.09,2400.69,0
2405.09,2400.69,0
2407.61,2402.88,0
2411.12,2408.5,0
2412.12,2408.5,0
2413.12,2408.5,0
2416.44,2414.28,0
2417.44,2414.28,0
2420.59,2415.44,0
2421.59,2415.44,0
2422.59,2415.44,0
2426.01,2422.83,0
2427.01,2422.83,0
2428.98,2423.76,0
2430.2,2424.13,0
2431.2,2424.13,0
2435.83,2433.18,0
2437.78,2433.5,0
2438.98,2433.95,0
2439.98,2433.95,0
2443.25,2437.86,0
2445.26,2440.92,0
2447.07,2441.42,0
2448.07,2441.42,0
2449.07,2441.42,0
2450.07,2441.42,0
2451.8,2446.07,0
2453.66,2450.74,0
2456.42,2450.8,0
2457.52,2452.31,0
2458.95,2452.66,0
2460.18,2454.46,0
2464.51,2460.92,0
2465.51,2460.92,0
2466.51,2460.92,0
2467.51,2460.92,0
2468.51,2460.92,0
2469.51,2460.92,0
2470.63,2461.44,0
2471.63,2461.44,0
2472.98,2462.31,0
2474.81,2469.63,0
2475.81,2469.63,0
2476.85,2471.98,0
2477.9,2473.03,0
2479.78,2473.81,0
2480.87,2475.85,0
2481.87,2475.85,0
2485.88,2482.89,0
2486.88,2482.89,0
2487.88,2482.89,0
2488.88,2482.89,0
2491.38,2484.6,0
2492.38,2484.6,0
2493.38,2484.6,0
2494.59,2489.62,0
2495.97,2490.24,0
2496.97,2490.24,0
2497.97,2490.24,0
2498.97,2490.24,0
2500.79,2490.38,0
2501.79,2490.38,0
2503.67,2493.59,0
2505.25,2499.79,0
2506.3,2502.59,0
2509.94,2506.42,0
2512.45,2508.94,0
2513.58,2510.53,0
2514.71,2510.57,0
2515.71,2510.57,0
2517.51,2512.58,0
2521.31,2518.68,0
2523.02,2519.19,0
2524.02,2519.19,0
2525.71,2519.52,0
2527.58,2520.31,0
2530.31,2526.08,0
2532.05,2526.58,0
2538.71,2535.82,0
2539.86,2536.4,0
2541.51,2536.74,0
2542.62,2537.39,0
2544.43,2540.51,0
2545.43,2540.51,0
2547.84,2542.66,0
2549.43,2543.07,0
2550.83,2543.43,0
2551.88,2546.28,0
2553.6,2546.84,0
2554.6,2546.84,0
2556.49,2549.83,0
2558.3,2550.88,0
2562.11,2557.3,0
2564,2559.6,0
2565,2559.6,0
2566.17,2560.31,0
2567.17,2560.31,0
2568.17,2560.31,0
2570.52,2563,0
2572.15,2565.17,0
2573.15,2565.17,0
2575.14,2569.52,0
2576.9,2571.15,0
2579.09,2574.14,0
2580.56,2575.9,0
2582.48,2577.34,0
2583.48,2577.34,0
2584.48,2577.34,0
2586.46,2577.64,0
2588.61,2585.46,0
2589.61,2585.46,0
2590.61,2585.46,0
2592.13,2586.89,0
2594.61,2590.79,0
2595.61,2590.79,0
2596.61,2590.79,0
2597.71,2591.13,0
2599.36,2592.68,0
2600.36,2592.68,0
2601.36,2592.68,0
2602.44,2593.61,0
2603.66,2596.71,0
2604.66,2596.71,0
2605.66,2596.71,0
2607.4,2597.99,0
2608.87,2598.36,0
2610.56,2606.4,0
2611.56,2606.4,0
2614.27,2609.28,0
2615.27,2609.28,0
2616.27,2609.28,0
2618.45,2612.38,0
2619.45,2612.38,0
2620.45,2612.38,0
2621.82,2613.27,0
2622.82,2613.27,0
2625.81,2617.45,0
2626.96,2620.82,0
2629.13,2627.23,0
2630.24,2627.86,0
2634.01,2630.84,0
2635.39,2631.83,0
2636.85,2632.81,0
2639.2,2635.85,0
2643.36,2640.36,0
2645.01,2640.44,0
2646.93,2642.36,0
2648.69,2645.93,0
2651.17,2647.69,0
2652.43,2649.4,0
2659.31,2657.48,0
2660.57,2657.6,0
2662.46,2658.05,0
2664.9,2659.57,0
2665.9,2659.57,0
2671.25,2668.54,0
2672.54,2668.78,0
2673.87,2669.57,0
2674.87,2669.57,0
2676.69,2669.77,0
2679.85,2677.57,0
2681.04,2677.98,0
2682.83,2678.35,0
2684.83,2678.48,0
2685.96,2678.85,0
2687.55,2684.96,0
2688.55,2684.96,0
2689.93,2685.98,0
2690.99,2686.29,0
2691.99,2686.29,0
2693.85,2686.51,0
2694.85,2686.51,0
2695.85,2686.51,0
2697.04,2686.55,0
2699.75,2697.75,0
2703.2,2700.11,0
2704.2,2700.11,0
2705.2,2700.11,0
2706.97,2700.67,0
2712.2,2709.51,0
2713.49,2709.8,0
2714.49,2709.8,0
2715.49,2709.8,0
2716.8,2710.2,0
2717.8,2710.2,0
2719.24,2710.46,0
2722.19,2715.8,0
2726.87,2722.47,0
2728.52,2723.26,0
2730.4,2724.05,0
2732.46,2727.52,0
2733.46,2727.52,0
2734.98,2729.4,0
2736.83,2731.11,0
2738.45,2731.46,0
2739.45,2731.46,0
2740.45,2731.46,0
2741.78,2733.98,0
2742.78,2733.98,0
2744.22,2735.21,0
2745.72,2737.45,0
2748.34,2743.22,0
2750.59,2744.72,0
2752.25,2746.63,0
2753.25,2746.63,0
2754.25,2746.63,0
2755.84,2749.59,0
2756.84,2749.59,0
2757.84,2749.59,0
2758.84,2749.59,0
2759.84,2749.59,0
2760.94,2751.25,0
2761.94,2751.25,0
2763.79,2754.66,0
2764.79,2754.66,0
2766,2754.68,0
2770.4,2767.2,0
2774.02,2771.34,0
2775.02,2771.34,0
2776.12,2771.61,0
2777.12,2771.61,0
2780.17,2775.12,0
2783,2780.27,0
2784.61,2780.52,0
2785.61,2780.52,0
2787.06,2781.42,0
2788.06,2781.42,0
2795,2791.04,0
2797.98,2795.65,0
2801.13,2796.98,0
2802.66,2798.72,0
2803.66,2798.72,0
2806.32,2800.13,0
2807.32,2800.13,0
2808.9,2801.66,0
2818.78,2815.96,0
2821.32,2817.34,0
2822.32,2817.34,0
2824.28,2819.53,0
2826.49,2822.34,0
2828.18,2823.02,0
2829.48,2823.28,0
2830.89,2824.59,0
2832.45,2825.49,0
2833.45,2825.49,0
2834.45,2825.49,0
2835.68,2827.18,0
2837.15,2829.89,0
2838.67,2831.45,0
2839.82,2834.68,0
2841.82,2837.67,0
2842.82,2837.67,0
2843.82,2837.67,0
2848.82,2846.53,0
2850.02,2846.65,0
2852.22,2847.82,0
2853.87,2849.02,0
2855.12,2850.31,0
2856.12,2850.31,0
2859.17,2857,0
2860.86,2857.5,0
2861.86,2857.5,0
2864.46,2859.3,0
2866.02,2862.82,0
2867.12,2863.41,0
2869.02,2864.99,0
2870.02,2864.99,0
2871.37,2865.02,0
2875.81,2873.28,0
2879.11,2874.81,0
2880.11,2874.81,0
2881.36,2876.7,0
2882.36,2876.7,0
2883.36,2876.7,0
2885.45,2878.11,0
2886.45,2878.11,0
2889.02,2884.02,0
2890.18,2884.45,0
2895.59,2892.77,0
2898.1,2896.19,0
2899.1,2896.19,0
2901.06,2896.6,0
2902.2,2896.77,0
2903.2,2896.77,0
2907.62,2905.25,0
2908.62,2905.25,0
2909.62,2905.25,0
2910.62,2905.25,0
2913.06,2906.35,0
2914.78,2906.62,0
2916.17,2911.74,0
2917.45,2913.78,0
2918.84,2915.08,0
2919.84,2915.08,0
2921.57,2915.17,0
2923.58,2916.45,0
2924.58,2916.45,0
2925.74,2917.84,0
2926.74,2917.84,0
2927.74,2917.84,0
2928.74,2917.84,0
2929.74,2917.84,0
2930.74,2917.84,0
2932.03,2920.57,0
2933.03,2920.57,0
2934.03,2920.57,0
2935.03,2920.57,0
2936.03,2920.57,0
2937.03,2920.57,0
2939.81,2922.58,0
2940.81,2922.58,0
2941.81,2922.58,0
2944.26,2938.81,0
2945.77,2942.03,0
2948.09,2946,0
2949.93,2946.34,0
2951.65,2946.7,0
2952.65,2946.7,0
2953.65,2946.7,0
2954.65,2946.7,0
2955.8,2946.75,0
2961.91,2958.03,0
2962.91,2958.03,0
2963.98,2958.97,0
2966.23,2960.91,0
2967.23,2960.91,0
2969.89,2965.23,0
2971.41,2967.54,0
2973.27,2968.15,0
2974.53,2968.89,0
2976,2970.41,0
2978.64,2975,0
2979.89,2976.26,0
2982.66,2976.78,0
2983.91,2977.64,0
2986.41,2981.66,0
2989.21,2984.35,0
2990.21,2984.35,0
2991.25,2984.88,0
2992.25,2984.88,0
2994.38,2990.25,0
3001.31,2998.72,0
3002.31,2998.72,0
3004.94,2999.8,0
3005.94,2999.8,0
3010.78,3008.34,0
3012.33,3008.56,0
3013.33,3008.56,0
3015.08,3008.68,0
3016.52,3009.36,0
3017.79,3009.78,0
3020.15,3014.08,0
3021.68,3015.52,0
3024.17,3019.15,0
3029.57,3026.33,0
3033.96,3031.4,0
3035.84,3032.44,0
3038.59,3036.1,0
3039.6,3036.26,0
3041.44,3037.59,0
3044.09,3039.96,0
3045.57,3042.39,0
3046.96,3043.09,0
3048.55,3044.44,0
3052.04,3049.78,0
3053.28,3049.95,0
3055.34,3050.68,0
3058.66,3055.49,0
3059.66,3055.49,0
3060.72,3055.89,0
3061.72,3055.89,0
3063.67,3057.66,0
3064.67,3057.66,0
3065.67,3057.66,0
3066.75,3059.72,0
3068.86,3062.67,0
3072.58,3069.9,0
3075.03,3071.53,0
3077.32,3073.69,0
3078.32,3073.69,0
3082.75,3079.98,0
3084.59,3080.41,0
3085.76,3080.91,0
3086.76,3080.91,0
3088.72,3081.19,0
3089.72,3081.19,0
3092.26,3084.76,0
3095.13,3090.45,0
3096.6,3091.26,0
3097.6,3091.26,0
3098.85,3093.15,0
3101.33,3094.13,0
3104.55,3102.08,0
3107.55,3103.46,0
3109.9,3106.55,0
3112.18,3108.56,0
3118.85,3115.48,0
3119.85,3115.48,0
3120.85,3115.48,0
3121.86,3116.43,0
3122.86,3116.43,0
3124.98,3120.86,0
3127.74,3125.53,0
3129.39,3125.63,0
3133.56,3131.76,0
3134.56,3131.76,0
3135.89,3132.3,0
3136.95,3132.32,0
3137.95,3132.32,0
3142.03,3138.5,0
3143.04,3139.21,0
3144.98,3141.03,0
3145.98,3141.03,0
3146.98,3141.03,0
3147.98,3141.03,0
3150.3,3143.42,0
3151.3,3143.42,0
3152.64,3143.98,0
3153.64,3143.98,0
3154.64,3143.98,0
3155.64,3143.98,0
3156.64,3143.98,0
3157.78,3149.1,0
3158.78,3149.1,0
3160.45,3151.64,0
3162.56,3159.06,0
3163.87,3159.45,0
3165.61,3161.56,0
3167.99,3165.76,0
3168.99,3165.76,0
3172.75,3169.49,0
3175.72,3171.75,0
3176.72,3171.75,0
3177.74,3173.55,0
3178.74,3173.55,0
3179.99,3173.7,0
3180.99,3173.7,0
3181.99,3173.7,0
3183.24,3174.72,0
3184.28,3176.74,0
3185.57,3178.99,0
3186.6,3182.14,0
3187.6,3182.14,0
3188.98,3182.24,0
3190.37,3183.28,0
3191.49,3184.57,0
3193.78,3190.49,0
3195.08,3191.69,0
3196.82,3192.57,0
3197.89,3192.78,0
3198.89,3192.78,0
3200.61,3195.82,0
3201.61,3195.82,0
3202.9,3196.89,0
3203.9,3196.89,0
3204.9,3196.89,0
3205.9,3196.89,0
3209.58,3206.68,0
3212.39,3209.79,0
3214.89,3212.42,0
3215.89,3212.42,0
3217.83,3213.74,0
3219.58,3213.89,0
3221.79,3216.26,0
3222.79,3216.26,0
3223.79,3216.26,0
3228.45,3224.92,0
3230.02,3225.33,0
3231.02,3225.33,0
3233.17,3229.02,0
3235.05,3231.41,0
3236.35,3231.53,0
3237.35,3231.53,0
3242.38,3240.38,0
3244.81,3240.57,0
3246.43,3241.38,0
3248.98,3245.02,0
3249.98,3245.02,0
3250.98,3245.02,0
3252.72,3247.09,0
3253.87,3247.76,0
3255.06,3247.98,0
3256.06,3247.98,0
3257.2,3251.5,0
3258.2,3251.5,0
3259.2,3251.5,0
3260.2,3251.5,0
3261.2,3251.5,0
3264.31,3254.06,0
3265.57,3256.2,0
3266.73,3262.07,0
3267.73,3262.07,0
3268.86,3262.31,0
3271.58,3267.86,0
3272.68,3269.25,0
3273.68,3269.25,0
3274.68,3269.25,0
3275.68,3269.25,0
3276.68,3269.25,0
3280.13,3277.18,0
3281.6,3278.3,0
3285.08,3281.91,0
3286.08,3281.91,0
3287.08,3281.91,0
3288.5,3282.99,0
3289.5,3282.99,0
3290.5,3282.99,0
3291.5,3282.99,0
3292.87,3284.08,0
3294.15,3287.38,0
3295.15,3287.38,0
3296.15,3287.38,0
3297.64,3287.5,0
3300.42,3296.64,0
3302.6,3299.14,0
3304.33,3299.42,0
3308.9,3306.07,0
3309.9,3306.07,0
3312.74,3310.42,0
3314.17,3311.25,0
3317.79,3314.7,0
3319.55,3316.31,0
3320.55,3316.31,0
3323.6,3318.55,0
3325.58,3321.34,0
3326.58,3321.34,0
3327.58,3321.34,0
3328.58,3321.34,0
3329.58,3321.34,0
3332.59,3330.32,0
3336.17,3333.59,0
3338.03,3334.29,0
3339.59,3335.17,0
3344.75,3341.69,0
3346.05,3342.84,0
3347.68,3343.75,0
3348.68,3343.75,0
3349.68,3343.75,0
3352.17,3345.05,0
3355.45,3352.7,0
3356.54,3353.42,0
3357.54,3353.42,0
3361.32,3355.54,0
3362.65,3358.36,0
3364.65,3359.31,0
3365.65,3359.31,0
3367.95,3361.65,0
3368.95,3361.65,0
3370.44,3363.65,0
3373.54,3370.83,0
3374.54,3370.83,0
3375.54,3370.83,0
3376.54,3370.83,0
3378.06,3371.2,0
3380.97,3378.16,0
3382.16,3378.73,0
3383.28,3378.83,0
3384.33,3379.97,0
3386.13,3383.3,0
3387.94,3386.32,0
3389,3386.45,0
3390,3386.45,0
3391.7,3386.94,0
3392.7,3386.94,0
3393.9,3388,0
3395.13,3390.44,0
3396.37,3392.9,0
3397.77,3394.13,0
3398.77,3394.13,0
3399.77,3394.13,0
3400.77,3394.13,0
3401.77,3394.13,0
3404.63,3396.77,0
3405.63,3396.77,0
3407.84,3402.1,0
3408.84,3402.1,0
3410.97,3403.63,0
3411.97,3405.93,0
3414.91,3412.16,0
3416.41,3412.88,0
3419.43,3416.76,0
3420.43,3416.76,0
3422.01,3417.47,0
3425.34,3423.48,0
3429.55,3426.15,0
3431.39,3427.08,0
3432.85,3427.87,0
3436.17,3433.56,0
3437.17,3433.56,0
3439.52,3434.86,0
3440.82,3435.17,0
3442.39,3437.32,0
3446.16,3444.05,0
3448.62,3446.36,0
3451.2,3447.21,0
3452.2,3447.21,0
3453.57,3447.62,0
3457.66,3453.86,0
3460.94,3457.96,0
3462.6,3459.43,0
3464.56,3459.94,0
3466.79,3463.56,0
3468.34,3465.41,0
3471.23,3468.62,0
3472.23,3468.62,0
3474.79,3469.95,0
3475.79,3469.95,0
3478.59,3473.79,0
3480.73,3476.75,0
3481.73,3476.75,0
3485.16,3483.04,0
3486.74,3483.5,0
3487.74,3483.5,0
3490.13,3484.16,0
3491.13,3484.16,0
3492.13,3484.16,0
3493.13,3484.16,0
3494.42,3485.74,0
3495.42,3488.38,0
3498.09,3494.42,0
3499.27,3495.51,0
3500.45,3496.18,0
3501.8,3497.09,0
3503.57,3499.41,0
3505.17,3500.8,0
3506.17,3500.8,0
3507.72,3502.57,0
3508.84,3503.67,0
3509.84,3503.67,0
3511.03,3504.17,0
3512.07,3506.72,0
3513.07,3506.72,0
3514.07,3506.72,0
3515.07,3506.72,0
3516.07,3506.72,0
3517.07,3507.84,0
3519.2,3511.07,0
3521.14,3517.69,0
3522.38,3517.77,0
3523.56,3518.2,0
3525.62,3521.38,0
3526.78,3524.18,0
3528.1,3524.36,0
3529.1,3524.36,0
3530.89,3525.78,0
3531.89,3525.78,0
3532.89,3525.78,0
3533.89,3525.78,0
3534.97,3525.78,0
3535.97,3525.78,0
3537.44,3529.59,0
3539.82,3536.33,0
3540.82,3536.33,0
3541.93,3538.36,0
3542.93,3538.36,0
3544.12,3538.61,0
3545.12,3538.61,0
3546.12,3538.61,0
3547.33,3538.82,0
3550.28,3547.7,0
3551.28,3547.7,0
3552.28,3547.7,0
3553.28,3547.7,0
3554.41,3548.5,0
3555.41,3548.5,0
3556.41,3548.5,0
3558.24,3548.77,0
3559.57,3549.13,0
3561.05,3549.28,0
3562.05,3549.28,0
3563.05,3549.28,0
3566.32,3563.64,0
3570.26,3567.22,0
3571.26,3567.22,0
3572.26,3567.22,0
3573.76,3567.45,0
3575.16,3568.43,0
3576.23,3569.26,0
3577.23,3569.26,0
3579.14,3575.22,0
3580.7,3577.41,0
3586.1,3582.99,0
3588.31,3584.27,0
3590.17,3585.1,0
3591.17,3585.1,0
3592.72,3587.08,0
3595.03,3593.28,0
3597.22,3593.72,0
3599.16,3594.03,0
3600.79,3595.18,0
3604.27,3602.63,0
3606.64,3603.27,0
3607.64,3603.27,0
3611.97,3609.86,0
3613.59,3609.88,0
3614.59,3609.88,0
3616.76,3610.97,0
3618.7,3617,0
3619.72,3617.23,0
3622.92,3621.22,0
3624.03,3621.42,0
3625.03,3621.42,0
3628.58,3626.15,0
3633.6,3630.59,0
3637.36,3633.6,0
3639.21,3634.29,0
3640.73,3635.15,0
3643.79,3638.21,0
3644.79,3638.21,0
3648.14,3641.91,0
3651.75,3649.35,0
3653.37,3650,0
3655.77,3650.75,0
3657.63,3650.75,0
3658.63,3650.75,0
3661.1,3654.77,0
3662.65,3659.55,0
3663.65,3659.55,0
3667.06,3664.58,0
3668.06,3664.58,0
3669.08,3664.81,0
3670.66,3665.53,0
3671.66,3665.53,0
3672.66,3665.53,0
3673.68,3665.8,0
3674.68,3665.8,0
3677.29,3668.08,0
3678.66,3672.68,0
3679.93,3676.29,0
3682.57,3678.83,0
3683.57,3678.83,0
3684.88,3678.93,0
3686.69,3681.45,0
3687.69,3681.45,0
3690.36,3685.69,0
3691.36,3685.69,0
3692.36,3685.69,0
3693.36,3685.69,0
3694.36,3685.69,0
3697,3689.36,0
3699.68,3697.89,0
3700.85,3698.17,0
3704.1,3701.63,0
3705.1,3701.63,0
3707.59,3703.1,0
3710.47,3706.59,0
3711.47,3706.59,0
3713.57,3711.9,0
3715.24,3712.18,0
3718.79,3715.91,0
3719.79,3715.91,0
3720.79,3715.91,0
3722.61,3716.17,0
3724.15,3716.85,0
3726.14,3717.79,0
3727.79,3724.21,0
3728.89,3725.14,0
3729.89,3725.14,0
3730.89,3725.14,0
3732.97,3726.79,0
3734.52,3731.93,0
3736.12,3733.05,0
3737.12,3733.05,0
3738.12,3733.05,0
3739.31,3733.34,0
3740.31,3733.34,0
3741.34,3733.52,0
3743.64,3738.31,0
3744.64,3738.31,0
3746.06,3740.34,0
3747.06,3740.34,0
3748.86,3742.64,0
3749.86,3742.64,0
3751.32,3745.06,0
3752.58,3747.48,0
3753.58,3747.48,0
3755.43,3750.32,0
3756.81,3751.36,0
3757.81,3751.36,0
3759.36,3751.58,0
3762.73,3758.36,0
3766.3,3763.87,0
3769.16,3766.49,0
3770.16,3766.49,0
3771.16,3766.49,0
3772.16,3766.49,0
3775.58,3772.66,0
3776.62,3772.99,0
3777.75,3773.78,0
3778.75,3773.78,0
3780.51,3774.58,0
3781.58,3775.62,0
3782.58,3775.62,0
3785.16,3779.19,0
3787.07,3779.51,0
3789.66,3783.41,0
3791.07,3784.16,0
3796.26,3793.64,0
3797.88,3793.93,0
3798.88,3793.93,0
3802.61,3800.44,0
3803.61,3800.44,0
3804.95,3801.22,0
3806.55,3801.51,0
3807.55,3801.51,0
3808.55,3801.51,0
3809.59,3801.61,0
3810.59,3801.61,0
3811.59,3801.61,0
3813.73,3808.59,0
3818.73,3816.04,0
3819.73,3816.04,0
3820.97,3816.2,0
3825.47,3822.66,0
3827.18,3823.39,0
3828.18,3823.39,0
3829.18,3823.39,0
3830.18,3823.39,0
3831.18,3823.39,0
3832.18,3823.39,0
3835.64,3833.52,0
3836.64,3833.52,0
3837.65,3833.72,0
3838.99,3834.41,0
3839.99,3834.41,0
3841.6,3836.65,0
3843.73,3837.99,0
3845.21,3840.1,0
3847.12,3842.36,0
3848.12,3842.36,0
3850.53,3845.63,0
3852.12,3846.12,0
3853.39,3848.99,0
3854.89,3849.21,0
3856.95,3853.89,0
3857.95,3853.89,0
3861.18,3858.64,0
3862.45,3858.64,0
3865.06,3860.18,0
3866.87,3863.04,0
3867.87,3863.04,0
3868.87,3863.04,0
3869.87,3863.04,0
3871.64,3865.39,0
3874.33,3870.48,0
3875.39,3870.64,0
3876.39,3870.64,0
3877.42,3871.99,0
3878.42,3871.99,0
3883.17,3881.1,0
3884.17,3881.1,0
3885.17,3881.1,0
3886.17,3881.1,0
3887.17,3881.1,0
3888.17,3881.1,0
3889.17,3881.1,0
3891.86,3881.5,0
3893.9,3889.54,0
3894.9,3889.54,0
3895.9,3889.54,0
3897.6,3890.86,0
3898.7,3892.12,0
3903.6,3901.18,0
3904.6,3901.18,0
3905.6,3901.18,0
3906.6,3901.18,0
3907.6,3901.18,0
3910.59,3902.28,0
3911.92,3908.09,0
3913.08,3909.06,0
3914.08,3909.06,0
3915.08,3909.06,0
3916.35,3909.59,0
3919.82,3915.35,0
3921.81,3917.07,0
3927.2,3925,0
3928.2,3925,0
3930.82,3925.79,0
3931.82,3925.79,0
3933.25,3928.58,0
3934.32,3928.83,0
3936.22,3929.82,0
3937.81,3932.25,0
3938.81,3932.25,0
3939.81,3932.25,0
3942.02,3936.79,0
3944.15,3940.15,0
3945.15,3940.15,0
3946.15,3940.15,0
3947.15,3940.15,0
3948.15,3940.15,0
3950.5,3942.98,0
3953.49,3949.5,0
3954.8,3950.53,0
3959.05,3956.08,0
3960.05,3956.08,0
3962.82,3960.71,0
3965.54,3961.77,0
3966.54,3961.77,0
3968.17,3964.54,0
3970.14,3966.89,0
3971.14,3966.89,0
3972.14,3966.89,0
3973.32,3966.92,0
3974.72,3967.17,0
3977.35,3975.99,0
3978.85,3976.08,0
3979.85,3976.08,0
3982.69,3977.85,0
3983.69,3977.85,0
3984.69,3977.85,0
3987.76,3985.05,0
3989.43,3986.22,0
3992.39,3988.43,0
3994.67,3990.69,0
3997.04,3993.31,0
3998.04,3993.31,0
4000.26,3995.26,0
4001.74,3995.54,0
4003.43,3999.26,0
4004.43,3999.26,0
4006.23,4002.29,0
4007.23,4002.29,0
4008.23,4002.29,0
4009.23,4002.29,0
4011.62,4009.72,0
4013.65,4010.62,0
4015.61,4012.44,0
4016.61,4012.44,0
4018.08,4012.52,0
4019.6,4014.46,0
4021.1,4017.08,0
4022.1,4017.08,0
4024.84,4019.82,0
4027.04,4023.14,0
4029.34,4025.27,0
4030.34,4025.27,0
4031.34,4025.27,0
4032.94,4025.75,0
4033.94,4025.75,0
4039.23,4035.47,0
4040.23,4035.47,0
4041.23,4035.47,0
4042.23,4035.47,0
4044.87,4037.05,0
4045.87,4037.05,0
4049.02,4043.87,0
4050.31,4046.13,0
4053.26,4049.31,0
4055.24,4050.57,0
4058.88,4054.24,0
4060.33,4056.26,0
4061.33,4056.26,0
4063.01,4057.88,0
4064.71,4059.33,0
4066.53,4063.21,0
4067.53,4063.21,0
4068.53,4063.21,0
4076.4,4073.3,0
4077.56,4073.63,0
4078.56,4073.63,0
4080.85,4076.56,0
4081.85,4076.56,0
4082.85,4076.56,0
4086.19,4083.9,0
4088.57,4085.19,0
4090.12,4086.67,0
4091.12,4086.67,0
4092.12,4086.74,0
4093.12,4086.74,0
4094.12,4086.74,0
4096.83,4091.12,0
4097.83,4091.12,0
4099.26,4095.11,0
4100.32,4095.14,0
4102.48,4098.26,0
4103.48,4098.26,0
4104.48,4098.26,0
4105.48,4098.26,0
4106.48,4098.26,0
4107.48,4098.26,0
4109.16,4100.9,0
4110.83,4101.48,0
4111.83,4101.48,0
4113.63,4108.16,0
4114.63,4108.16,0
4115.84,4109.83,0
4120.12,4117.4,0
4121.12,4117.4,0
4123.43,4121.26,0
4125.5,4122.42,0
4126.5,4122.42,0
4130.27,4127.29,0
4131.47,4127.75,0
4132.47,4127.75,0
4133.88,4129.27,0
4134.88,4129.27,0
4137.72,4132.66,0
4138.72,4132.66,0
4139.72,4132.66,0
4140.72,4132.66,0
4141.72,4132.66,0
4142.72,4132.66,0
4143.72,4132.66,0
4145.38,4132.88,0
4146.72,4135.01,0
4147.72,4135.01,0
4149.68,4135.72,0
4151.93,4148.68,0
4152.93,4148.68,0
4154.22,4149.71,0
4155.22,4149.71,0
4156.67,4150.1,0
4158.51,4153.22,0
4159.51,4153.22,0
4160.99,4155.61,0
4163.55,4156.96,0
4164.86,4157.51,0
4165.86,4157.51,0
4166.86,4157.51,0
4169.27,4162.55,0
4170.9,4167.35,0
4172.85,4167.76,0
4176.13,4173.42,0
4177.92,4174.41,0
4179.67,4175.13,0
4180.67,4175.13,0
4181.67,4175.13,0
4183.23,4176.92,0
4184.23,4176.92,0
4185.23,4176.92,0
4187.2,4178.67,0
4188.2,4178.67,0
4189.5,4181.84,0
4190.54,4182.23,0
4191.54,4182.23,0
4195.77,4192.86,0
4196.77,4192.86,0
4198.68,4194.01,0
4200.28,4194.03,0
4201.28,4194.03,0
4202.28,4194.03,0
4203.28,4194.03,0
4204.28,4194.03,0
